iter	Logloss
212	0.4352712217
213	0.4352299396
214	0.4351645964
215	0.4350986763
216	0.4350305403
217	0.4349568357
218	0.4348811427
219	0.4348192758
220	0.4347639123
221	0.4346850033
222	0.4346144955
223	0.4345586965
224	0.4345004952
225	0.4344262216
226	0.4343589933
227	0.4343010722
228	0.4342286851
229	0.4341543142
230	0.4340856525
231	0.4340015274
232	0.4339441396
233	0.4339135357
234	0.4338477153
235	0.4337774865
236	0.433728641
237	0.4337255714
238	0.4336688179
239	0.4336059298
240	0.4335304385
241	0.4334448726
242	0.4333780363
243	0.4333121652
244	0.4332467333
245	0.4331705653
246	0.4331110708
247	0.4330318099
248	0.4329679424
249	0.4328906755
250	0.4328438271
251	0.432772995
252	0.432687401
253	0.4326158504
254	0.4325704648
255	0.4324962157
256	0.4324396705
257	0.4323757591
258	0.4323088998
259	0.4322482439
260	0.432186428
261	0.432130202
262	0.4320508343
263	0.4319930961
264	0.4319255807
265	0.4318425081
266	0.4317638256
267	0.4316929146
268	0.4316303797
269	0.4315756203
270	0.43152505
271	0.4314439688
272	0.4313837358
273	0.4313150747
274	0.4312604937
275	0.4312046604
276	0.431140954
277	0.4310732887
278	0.4310044473
279	0.4309380295
280	0.4308794469
281	0.4308347489
282	0.4307637962
283	0.4307021532
284	0.4306344127
285	0.4305787721
286	0.4305753178
287	0.4305272456
288	0.4304495682
289	0.4304382108
290	0.4303863644
291	0.4303257405
292	0.4302699525
293	0.4302126039
294	0.4301372233
295	0.430048029
296	0.4299943257
297	0.4299428863
298	0.4298925968
299	0.4298428179
300	0.4298037039
301	0.4297502697
302	0.4296944921
303	0.4295938159
304	0.4295277557
305	0.4294677873
306	0.4294058612
307	0.4293392039
308	0.429250435
309	0.4292101721
310	0.4291555711
311	0.4290750703
312	0.4289882155
313	0.4289494014
314	0.4288853551
315	0.4288302677
316	0.4287595603
317	0.4286960713
318	0.4286362193
319	0.4285645854
320	0.4285061221
321	0.4284553443
322	0.4283958587
323	0.4283595396
324	0.4282859265
325	0.4282240638
326	0.4281708391
327	0.4281212915
328	0.4280715697
329	0.4279939908
330	0.4279292502
331	0.4278559869
332	0.4277665048
333	0.4277025666
334	0.4276456414
335	0.4275923703
336	0.4275889967
337	0.4275216452
338	0.4274960075
339	0.4274304717
340	0.4274269663
341	0.4273543706
342	0.4272930028
343	0.4272460925
344	0.427183352
345	0.427123064
346	0.4270511632
347	0.4269833107
348	0.4269247135
349	0.4268633506
350	0.426808727
351	0.4267547412
352	0.4267058884
353	0.4266618557
354	0.4266139939
355	0.4265439168
356	0.4264900461
357	0.4264286204
358	0.4263761698
359	0.4263134072
360	0.4262516663
361	0.4262114776
362	0.4261582353
363	0.4261077105
364	0.4260643354
365	0.4260089172
366	0.4259720758
367	0.4259054696
368	0.4258346721
369	0.4257743533
370	0.4257163035
371	0.4256668194
372	0.4256225606
373	0.4255635901
374	0.4255059409
375	0.4254520865
376	0.4253817433
377	0.425329466
378	0.4252683593
379	0.4252169144
380	0.4251677244
381	0.425092375
382	0.4250342859
383	0.4249810075
384	0.4249163758
385	0.4248606889
386	0.4248580947
387	0.4248048095
388	0.4247350848
389	0.424696456
390	0.4246455765
391	0.4245788704
392	0.4245225759
393	0.42445932
394	0.4243728478
395	0.4243274303
396	0.4242607156
397	0.424202106
398	0.4241535852
399	0.424083745
400	0.4240210153
401	0.4239585786
402	0.4239003767
403	0.4238414703
404	0.4237879193
405	0.423740869
406	0.4237398342
407	0.423672357
408	0.4235891094
409	0.4235206722
410	0.4234619531
411	0.4233966049
412	0.4233540876
413	0.4233056653
414	0.4232504537
415	0.4231884015
416	0.4231448424
417	0.4230882595
418	0.423034694
419	0.422976061
420	0.4229317081
421	0.422868066
422	0.4228204321
423	0.4227846032
424	0.422731005
425	0.4226677204
426	0.4226120373
427	0.4225500871
428	0.4225044224
429	0.4224681182
430	0.422417528
431	0.4223655257
432	0.4223257165
433	0.4222813303
434	0.4222109776
435	0.4221709498
436	0.4221143855
437	0.4220652378
438	0.4220111404
439	0.4219712843
440	0.4219212948
441	0.421874696
442	0.4218136322
443	0.4217631216
444	0.4217098112
445	0.4216543958
446	0.4216098148
447	0.421568273
448	0.4215276156
449	0.4214846248
450	0.4214342261
451	0.42138761
452	0.421331694
453	0.4212998011
454	0.4212676069
455	0.4212306684
456	0.4211656482
457	0.4211088422
458	0.4210489003
459	0.4210088448
460	0.4209662252
461	0.420925862
462	0.420890877
463	0.4208377683
464	0.4208227452
465	0.4207689385
466	0.4207100649
467	0.4206491912
468	0.4206249457
469	0.4205653546
470	0.4205255529
471	0.4204653377
472	0.4204147793
473	0.4203747302
474	0.4203400502
475	0.4203147231
476	0.4202590771
477	0.4202060786
478	0.4201427871
479	0.4200851075
480	0.4200210407
481	0.4199829768
482	0.4199273828
483	0.4198790314
484	0.4198323521
485	0.4197663455
486	0.4197223406
487	0.4196721802
488	0.419623489
489	0.4195694962
490	0.4195046074
491	0.4194609421
492	0.4194258433
493	0.4193787161
494	0.4193284086
495	0.4192822876
496	0.419238717
497	0.4192040523
498	0.4191302345
499	0.4190866981
500	0.4190355529
501	0.4189851121
502	0.4189273819
503	0.4188905101
504	0.4188462157
505	0.4187924181
506	0.418737273
507	0.4186752339
508	0.4186289112
509	0.418586436
510	0.4185371409
511	0.4184830286
512	0.4184338181
513	0.4183744759
514	0.4183304187
515	0.4182738477
516	0.4182179224
517	0.4181716771
518	0.4181206945
519	0.4180811049
520	0.4180224914
521	0.4179665495
522	0.4179430763
523	0.4178874286
524	0.4178411021
525	0.4177904624
526	0.4177483404
527	0.4176968877
528	0.4176591597
529	0.4176113063
530	0.4175578326
531	0.4175031802
532	0.4174425083
533	0.4174168254
534	0.4173771969
535	0.4173245709
536	0.4172765141
537	0.4172424456
538	0.4171994474
539	0.4171536075
540	0.4171053349
541	0.4171040963
542	0.4170675904
543	0.4170344204
544	0.4169851461
545	0.4169444073
546	0.4169068462
547	0.4168630091
548	0.4168091769
549	0.4167661903
550	0.4167154319
551	0.4166614017
552	0.4166190012
553	0.4165708856
554	0.4165330457
555	0.4164839769
556	0.4164430578
557	0.4164010227
558	0.4163575043
559	0.4162908167
560	0.4162358215
561	0.4161963404
562	0.4161629719
563	0.4161024238
564	0.4160520062
565	0.4159930923
566	0.4159618123
567	0.4159302325
568	0.4158768973
569	0.4158021944
570	0.4157554644
571	0.4157038235
572	0.4156476619
573	0.4155885894
574	0.415550625
575	0.4154922045
576	0.4154416152
577	0.415377079
578	0.4153151809
579	0.4152653053
580	0.4152185268
581	0.4151648409
582	0.4151126767
583	0.4150684594
584	0.4150126747
585	0.4149566037
586	0.4148961084
587	0.4148448943
588	0.4148075688
589	0.4147558803
590	0.414709481
591	0.4146840443
592	0.414637423
593	0.4146069267
594	0.4145504196
595	0.4144899965
596	0.4144326542
597	0.4143903537
598	0.4143470157
599	0.4143221532
600	0.4142815855
601	0.4142412941
602	0.414183725
603	0.4141442517
604	0.4141066311
605	0.4140649085
606	0.4140100026
607	0.4139644485
608	0.4139072977
609	0.4138646187
610	0.4138287426
611	0.4137655686
612	0.4137181864
613	0.4136772482
614	0.4136329168
615	0.4135875927
616	0.4135249832
617	0.4135209209
618	0.4134821948
619	0.4134272941
620	0.413390215
621	0.4133479388
622	0.4133112922
623	0.4132538458
624	0.4132061527
625	0.413169064
626	0.4131214955
627	0.4130794321
628	0.4130240801
629	0.4129663864
630	0.412926021
631	0.4128840133
632	0.4128375067
633	0.4127950233
634	0.4127379469
635	0.412690656
636	0.4126472526
637	0.412598524
638	0.4125633875
639	0.4125618957
640	0.4125182443
641	0.4124785393
642	0.412416836
643	0.4123777083
644	0.4123279232
645	0.4122867364
646	0.4122437048
647	0.4121871071
648	0.4121494844
649	0.4121105782
650	0.4120744832
651	0.4120330548
652	0.4119782736
653	0.4119356111
654	0.4118849381
655	0.4118513648
656	0.4118205242
657	0.4117832975
658	0.4117416332
659	0.4117028013
660	0.4116476358
661	0.4115971963
662	0.4115681764
663	0.4115421005
664	0.4114986568
665	0.4114694188
666	0.4114088959
667	0.4113735228
668	0.4113198507
669	0.4112551708
670	0.4112173449
671	0.4111824804
672	0.4111363648
673	0.4110824294
674	0.4110391771
675	0.4109817371
676	0.4109471487
677	0.4108989924
678	0.4108636712
679	0.4108182512
680	0.41081663
681	0.4107603584
682	0.410733056
683	0.4107013069
684	0.4106617491
685	0.4106155522
686	0.4105752939
687	0.4105189079
688	0.4104507035
689	0.4104018121
690	0.4103438219
691	0.4102915294
692	0.4102446708
693	0.410189457
694	0.410143565
695	0.4100965562
696	0.4100466319
697	0.4100068627
698	0.4099738723
699	0.4099317112
700	0.4098840625
701	0.4098445301
702	0.4097935733
703	0.4097444714
704	0.4097108358
705	0.4096857463
706	0.4096520727
707	0.4095954775
708	0.4095648823
709	0.4095269227
710	0.4094672631
711	0.4094258617
712	0.4093758703
713	0.4093317012
714	0.4092920616
715	0.4092603561
716	0.4091970781
717	0.4091536468
718	0.4091008615
719	0.4090613659
720	0.4090087609
721	0.40896151
722	0.4089233194
723	0.4088867449
724	0.4088352977
725	0.4087977785
726	0.4087597521
727	0.4087139154
728	0.4086489698
729	0.4086137113
730	0.4085485096
731	0.408514561
732	0.4084792366
733	0.4084393411
734	0.4084052059
735	0.4083717287
736	0.408330141
737	0.4082759863
738	0.4082218057
739	0.4081888273
740	0.408151579
741	0.4081087198
742	0.4080468777
743	0.4079859778
744	0.4079428347
745	0.4078873924
746	0.4078334891
747	0.4077863452
748	0.4077417598
749	0.4076982532
750	0.4076359341
751	0.4075865183
752	0.407543104
753	0.4074994966
754	0.4074405414
755	0.4074060258
756	0.407381041
757	0.4073332482
758	0.4072944799
759	0.4072379855
760	0.4072034271
761	0.4071562386
762	0.4071171987
763	0.4070954456
764	0.4070501947
765	0.4069954135
766	0.406951892
767	0.4069090928
768	0.4068477621
769	0.4067883605
770	0.406743487
771	0.4066957946
772	0.4066382837
773	0.4065844893
774	0.4065585036
775	0.4065090373
776	0.4064680895
777	0.4064371143
778	0.4063951328
779	0.4063494532
780	0.4062948498
781	0.4062531035
782	0.406218117
783	0.4061814486
784	0.4061428984
785	0.4060892438
786	0.406048677
787	0.4060103637
788	0.4059670631
789	0.4059131758
790	0.4058729871
791	0.4058324786
792	0.4057947895
793	0.4057570632
794	0.4057203262
795	0.4056877292
796	0.4056357876
797	0.405596767
798	0.4055611324
799	0.4055217152
800	0.4054771368
801	0.4054519593
802	0.4054048508
803	0.4053461206
804	0.4052890889
805	0.4052467718
806	0.4051989484
807	0.4051543644
808	0.4051052858
809	0.4050524192
810	0.4050141823
811	0.4049736145
812	0.4049303125
813	0.4048919667
814	0.4048310996
815	0.4047784372
816	0.4047257656
817	0.404664097
818	0.4046298559
819	0.4045662651
820	0.4045079431
821	0.4044553572
822	0.4044113731
823	0.404368056
824	0.4043328569
825	0.4042802687
826	0.4042508301
827	0.4042262463
828	0.4041899511
829	0.4041483802
830	0.4041062423
831	0.4040459062
832	0.4040154603
833	0.4039652732
834	0.4039209816
835	0.4038754231
836	0.4038432739
837	0.4038083203
838	0.4037627249
839	0.4037617717
840	0.4037343884
841	0.4036925221
842	0.4036455187
843	0.4035889775
844	0.403534693
845	0.4034714077
846	0.4034396712
847	0.4033950956
848	0.4033463365
849	0.4032946681
850	0.4032519659
851	0.4032092805
852	0.4031729176
853	0.4031263429
854	0.4030898113
855	0.4030469447
856	0.4030024369
857	0.4029631548
858	0.4029273869
859	0.4028928175
860	0.4028462139
861	0.4027945064
862	0.4027483526
863	0.4027042404
864	0.402670428
865	0.4026246937
866	0.4025730328
867	0.4025186838
868	0.4024641121
869	0.4024259233
870	0.4023840219
871	0.4023273765
872	0.4022793796
873	0.4022386787
874	0.4022194282
875	0.4021695221
876	0.4021370383
877	0.4020916056
878	0.402043668
879	0.4020038446
880	0.4019708104
881	0.4019226319
882	0.4018834553
883	0.4018416118
884	0.4017992578
885	0.4017650712
886	0.4017195244
887	0.4017084004
888	0.4016697808
889	0.4016347534
890	0.4015877427
891	0.4015491187
892	0.4015096012
893	0.4014621952
894	0.4014308742
895	0.4013993249
896	0.4013458345
897	0.4013090045
898	0.4012597922
899	0.4012403431
900	0.4011951161
901	0.4011724379
902	0.4011220548
903	0.401082343
904	0.401030484
905	0.4009754326
906	0.4009433487
907	0.4009416094
908	0.4009057611
909	0.400873693
910	0.4008438511
911	0.4008032552
912	0.4007516231
913	0.4007171194
914	0.4006753892
915	0.4006279067
916	0.4005896434
917	0.4005585528
918	0.4005121745
919	0.4004649445
920	0.4004199462
921	0.4003887441
922	0.4003435399
923	0.4003098103
924	0.4002597407
925	0.4002101249
926	0.4001705911
927	0.4001237898
928	0.4000871555
929	0.4000512609
930	0.4000109174
931	0.3999642821
932	0.3999318774
933	0.3998799596
934	0.399834613
935	0.3997892241
936	0.399761253
937	0.3997103519
938	0.3996792451
939	0.3996506843
940	0.3995988537
941	0.3995669229
942	0.399524391
943	0.3994835591
944	0.3994491408
945	0.3994053986
946	0.3993683754
947	0.3993279236
948	0.3992990881
949	0.399265177
950	0.3992460515
951	0.3992148074
952	0.3991712563
953	0.3991369501
954	0.3990811063
955	0.3990349649
956	0.3990010064
957	0.3989629854
958	0.3989157896
959	0.3988830488
960	0.398847263
961	0.3988070104
962	0.3987654597
963	0.3987127105
964	0.398684676
965	0.3986438786
966	0.398602027
967	0.3985693717
968	0.3985377864
969	0.3984896401
970	0.3984569346
971	0.398413229
972	0.3983693514
973	0.3983260844
974	0.3982834979
975	0.3982507459
976	0.3982070591
977	0.3981819558
978	0.3981195757
979	0.3980889848
980	0.3980611684
981	0.398021721
982	0.3979798513
983	0.3979545255
984	0.3979171153
985	0.3978751241
986	0.3978400368
987	0.397794113
988	0.3977549658
989	0.397712175
990	0.397682165
991	0.3976359685
992	0.3975896037
993	0.3975341825
994	0.3975334003
995	0.3974872431
996	0.397446366
997	0.3974098689
998	0.3973865461
999	0.3973427174
